;cadaster;hour;index;x;address;total_chargers;max_current;latitude;y;public_chargers;longitude;home_chargers;ev_charging;baseload;predicted_throttle;actual_throttle;predicted_ev_charging
214;79509:025:0008;5;106;6470771.329999997;15, Kopli, Variku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50115, Eesti;2.0;100;58.348811;658583.3200000003;1.0;26.708916154605266;1.0;0.0;101.4219699014724;0.311;0.711;30.30325800624075
215;79504:044:0020;5;7;6472375.3599999985;15, Ränikivi, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50403, Eesti;8.0;60;58.362870799999996;658641.3999999985;1.0;26.71139425386149;7.0;0.0;47.0809215797526;0;0;30.30325800624075
216;79504:058:0032;5;30;6471979.510000003;64d, Tamme pst, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50405, Eesti;8.0;160;58.35974090000001;657934.0600000024;3.0;26.69869592000256;5.0;13.8;101.96954736532813;0;0;30.692281740078084
217;79301:001:0749;5;194;6475398.260000003;2a, Lubja, Ülejõe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;5.0;100;58.39019575;658858.0799999982;2.0;26.716788361804;3.0;0.0;152.2254430581457;5.304;10.445;30.30325800624075
218;79510:033:0012;5;103;6470566.420000003;59B, Jalaka, Ropka tööstusrajoon, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50109, Eesti;2.0;100;58.3466595;659376.7199999988;1.0;26.722654;1.0;0.0;91.2102749632017;0;0;30.30325800624075
219;79509:019:0001;5;186;6470545.1400000015;37, Voolu, Variku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50115, Eesti;4.0;100;58.34661750000001;658217.0300000012;0.0;26.70265;4.0;0.0;53.02300339677063;0;0;30.30325800624075
220;79510:022:0016;5;80;6470989.73;12A, Sepa, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 96187, Eesti;2.0;100;58.350471;659324.7100000009;0.0;26.722082899823164;2.0;0.0;107.5900090789346;1.293;3.795;30.30325800624075
221;79510:035:0012;5;29;6471417.25;8, Sirbi kaar, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50112, Eesti;1.0;160;58.35404250000001;659540.1899999976;1.0;26.72585975;0.0;0.0;119.87189411239395;0;0;30.30325800624075
222;79301:001:0342;6;138;6474748.690000001;Juure, Jaamamõisa, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50705, Eesti;1.0;100;58.38325334486561;661646.7199999988;0.0;26.764144106876696;1.0;0.0;50.487423708652756;0;0;35.15921318574277
223;79502:019:0018;6;15;6473103.1499999985;33, Viljandi mnt, Maarjamõisa, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50412, Eesti;7.0;60;58.37012725;657342.6300000027;2.0;26.689522877738927;5.0;0.0;75.95488120967421;2.581;2.279;35.15921318574277
224;79512:032:0012;6;193;6475460.1400000015;68a/3, Puiestee, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;1.0;160;58.3904625;659468.4900000021;1.0;26.727509059117647;0.0;0.0;41.75950266135924;0;0;35.15921318574277
225;79514:014:0021;6;168;6474849.440000001;16a, Roosi, Ülejõe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;5.0;160;58.38504155;659676.1799999997;1.0;26.73064075000001;4.0;0.0;52.20027341960949;0;0;35.15921318574277
226;79507:022:0008;6;59;6474067.16;2, Juhan Liivi, Kesklinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51003, Eesti;5.0;160;58.378215;658809.6599999964;3.0;26.714904347516214;2.0;0.0;139.9003871074359;0;0;35.15921318574277
227;79509:013:0018;6;115;6470765.1000000015;21, Kopli, Variku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50115, Eesti;1.0;60;58.348794999999996;658458.1000000015;1.0;26.707048799157306;0.0;0.0;33.576159300263384;0;0;35.15921318574277
228;79517:025:0023;6;110;6470809.18;18, Põhjatamme pst, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;6.0;200;58.3475625;662517.6700000018;1.0;26.77592363542251;5.0;0.0;125.38438296954004;0;0;35.15921318574277
229;79301:001:0667;6;73;6470565.41;Ihaste sild, Idaringtee, Ropka tööstusrajoon, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;1.0;200;58.34653220000001;661536.1700000018;0.0;26.760493586983472;1.0;0.0;37.529779786945404;0;0;35.15921318574277
230;79511:003:0022;6;134;6471601.920000003;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;1.0;200;58.35560415000001;659795.2100000009;1.0;26.7306968603538;0.0;0.0;127.97507983756752;0;0;35.15921318574277
231;79517:053:0014;6;105;6472095.690000001;16, Pallase pst, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;4.0;60;58.35912775;662802.049999997;2.0;26.7821625;2.0;0.0;51.66300786502965;0;0;35.15921318574277
232;79504:078:0015;6;45;6471234.3599999985;78, Ringtee, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;3.0;60;58.35244895;657403.6300000027;3.0;26.689441815415076;0.0;0.0;36.12089105684046;0;0;35.15921318574277
233;79517:065:0006;6;86;6471847.190000001;16, Hando Mugasto, Ihaste, Veibri küla, Luunja vald, Tartu maakond, 51011, Eesti;2.0;60;58.356512;663240.0099999979;0.0;26.78948536600059;2.0;0.0;40.64355152342284;0;0;35.15921318574277
234;79505:005:0079;6;94;6470844.170000003;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;1.0;160;58.3497624;657076.5600000024;1.0;26.68318381868545;0.0;0.0;135.8790325951137;0;0;35.15921318574277
235;79512:038:0010;6;137;6475427.440000001;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;3.0;160;58.390288;659684.9200000018;0.0;26.73100433333333;3.0;0.0;118.93895739989824;0;0;35.15921318574277
236;79515:011:0052;6;187;6474582.010000003;3a, Ladva, Jaamamõisa, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50705, Eesti;17.0;100;58.3816824;661355.1000000015;7.0;26.75914779129724;10.0;6.6;177.08936865610016;4.976;4.923;36.618235589279195
237;79508:020:0022;6;154;6472056.1099999985;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;3.0;160;58.36003050000001;659545.7299999967;0.0;26.726306756410256;3.0;0.0;51.595049444480104;0;0;35.15921318574277
238;79508:008:0004;6;172;6472732.8900000015;20, Vaba, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50114, Eesti;7.0;60;58.36596;659527.4399999976;2.0;26.7264415;5.0;6.6;41.58969091399906;0;0;36.618235589279195
239;79501:034:0057;6;123;6474637.129999999;Betooni, Veeriku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50408, Eesti;3.0;160;58.38386052408964;657302.5300000012;3.0;26.68983637343997;0.0;29.2;89.11194322698799;0;0;36.618235589279195
240;79512:047:0004;6;144;6476574.18;15, Kanarbiku, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50304, Eesti;4.0;100;58.4006022;659106.950000003;1.0;26.722256130335477;3.0;0.0;83.24055757675092;0;0;35.15921318574277
241;79504:076:0008;6;52;6471610.57;4, Ööbiku, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50404, Eesti;2.0;60;58.356141;658607.7299999967;0.0;26.70994265697673;2.0;0.0;130.81496930553757;45.639;35.407;45.53630774532096
242;79513:011:0001;6;157;6474986.620000001;1, Oa, Supilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51700, Eesti;4.0;200;58.38628605;658991.6899999976;2.0;26.71906131566681;2.0;0.0;110.67277856176176;0;0;35.15921318574277
243;79507:015:0001;6;55;6474432.620000001;14, Küütri, Kesklinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 53007, Eesti;1.0;100;58.38132885;659233.6899999976;1.0;26.72267310648789;0.0;0.0;57.483013933536796;0;0;35.15921318574277
244;79501:034:0033;6;70;6474108.280000001;30/5, Vaksali, Tähtvere, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50409, Eesti;3.0;160;58.378901;657832.200000003;1.0;26.698747192571922;2.0;0.0;67.0694853614412;0;0;35.15921318574277
245;79510:029:0009;6;190;6470589.3500000015;37, Sepavälja, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50112, Eesti;3.0;100;58.3469945;658967.8900000006;2.0;26.716482334301077;1.0;0.0;73.49986524754931;0;0;35.15921318574277
246;79504:067:0004;6;14;6471417.440000001;51, Aardla, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50413, Eesti;5.0;160;58.35467795;658197.6499999985;1.0;26.703113399666638;4.0;0.0;46.319962532234676;0;0;35.15921318574277
247;79502:020:0001;6;4;6473499.420000003;4, Nisu, Veeriku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50407, Eesti;8.0;160;58.373693;657223.3400000036;1.0;26.6877573630542;7.0;0.0;65.97516096110627;0;0;35.15921318574277
248;79514:037:0108;6;161;6476815.239999997;24, Pootsmani, Ülejõe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51017, Eesti;4.0;100;58.40344705;657607.9299999997;0.0;26.69707559397219;4.0;0.0;88.22002755395815;0;0;35.15921318574277
249;79501:028:0018;6;5;6474221.57;35, Veski, Kesklinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51005, Eesti;5.0;160;58.379602500000004;658438.3500000015;2.0;26.70911565972222;3.0;0.0;135.59460874379536;0;0;35.15921318574277
250;79508:053:0001;6;173;6472878.949999997;88, Kalevi, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51013, Eesti;8.0;100;58.36716300000001;659988.0399999991;2.0;26.73460772788389;6.0;0.0;177.24538986908294;9.855;9.656;35.15921318574277
251;79509:025:0008;6;106;6470771.329999997;15, Kopli, Variku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50115, Eesti;2.0;100;58.348811;658583.3200000003;1.0;26.708916154605266;1.0;0.0;120.30072034163831;18.995;10.15;35.15921318574277
252;79504:044:0020;6;7;6472375.3599999985;15, Ränikivi, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50403, Eesti;8.0;60;58.362870799999996;658641.3999999985;1.0;26.71139425386149;7.0;0.0;86.37173179797651;3.482;3.296;35.15921318574277
253;79504:058:0032;6;30;6471979.510000003;64d, Tamme pst, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50405, Eesti;8.0;160;58.35974090000001;657934.0600000024;3.0;26.69869592000256;5.0;0.0;141.58194054737316;0;0;35.15921318574277
254;79301:001:0749;6;194;6475398.260000003;2a, Lubja, Ülejõe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;5.0;100;58.39019575;658858.0799999982;2.0;26.716788361804;3.0;0.0;165.38041871523757;13.165;13.076;35.15921318574277
255;79510:033:0012;6;103;6470566.420000003;59B, Jalaka, Ropka tööstusrajoon, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50109, Eesti;2.0;100;58.3466595;659376.7199999988;1.0;26.722654;1.0;13.8;135.02862557317584;24.186;24.414;36.618235589279195
256;79509:019:0001;6;186;6470545.1400000015;37, Voolu, Variku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50115, Eesti;4.0;100;58.34661750000001;658217.0300000012;0.0;26.70265;4.0;0.0;76.21689910352164;0;0;35.15921318574277
257;79510:022:0016;6;80;6470989.73;12A, Sepa, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 96187, Eesti;2.0;100;58.350471;659324.7100000009;0.0;26.722082899823164;2.0;0.0;154.86348631872468;24.874;27.432;35.15921318574277
258;79510:035:0012;6;29;6471417.25;8, Sirbi kaar, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50112, Eesti;1.0;160;58.35404250000001;659540.1899999976;1.0;26.72585975;0.0;0.0;119.68787092678015;0;0;35.15921318574277
259;79301:001:0342;7;138;6474748.690000001;Juure, Jaamamõisa, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50705, Eesti;1.0;100;58.38325334486561;661646.7199999988;0.0;26.764144106876696;1.0;0.0;47.21752050922132;0;0;38.50465355482852
260;79502:019:0018;7;15;6473103.1499999985;33, Viljandi mnt, Maarjamõisa, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50412, Eesti;7.0;60;58.37012725;657342.6300000027;2.0;26.689522877738927;5.0;0.0;53.692524927517155;0;0;38.50465355482852
261;79512:032:0012;7;193;6475460.1400000015;68a/3, Puiestee, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;1.0;160;58.3904625;659468.4900000021;1.0;26.727509059117647;0.0;0.0;42.05495924002703;0;0;38.50465355482852
262;79514:014:0021;7;168;6474849.440000001;16a, Roosi, Ülejõe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;5.0;160;58.38504155;659676.1799999997;1.0;26.73064075000001;4.0;7.2;57.0;0;0;38.77399292114238
263;79507:022:0008;7;59;6474067.16;2, Juhan Liivi, Kesklinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51003, Eesti;5.0;160;58.378215;658809.6599999964;3.0;26.714904347516214;2.0;0.0;139.28387624887642;0;0;38.50465355482852
264;79509:013:0018;7;115;6470765.1000000015;21, Kopli, Variku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50115, Eesti;1.0;60;58.348794999999996;658458.1000000015;1.0;26.707048799157306;0.0;0.0;54.01568494630771;0;0;38.50465355482852
265;79517:025:0023;7;110;6470809.18;18, Põhjatamme pst, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;6.0;200;58.3475625;662517.6700000018;1.0;26.77592363542251;5.0;0.0;116.81119346673565;0;0;38.50465355482852
266;79301:001:0667;7;73;6470565.41;Ihaste sild, Idaringtee, Ropka tööstusrajoon, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;1.0;200;58.34653220000001;661536.1700000018;0.0;26.760493586983472;1.0;0.0;33.508237407655315;0;0;38.50465355482852
267;79511:003:0022;7;134;6471601.920000003;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;1.0;200;58.35560415000001;659795.2100000009;1.0;26.7306968603538;0.0;0.0;117.77500422247576;0;0;38.50465355482852
268;79517:053:0014;7;105;6472095.690000001;16, Pallase pst, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;4.0;60;58.35912775;662802.049999997;2.0;26.7821625;2.0;22.0;38.79464629360356;0;0.199;38.77399292114238
269;79504:078:0015;7;45;6471234.3599999985;78, Ringtee, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;3.0;60;58.35244895;657403.6300000027;3.0;26.689441815415076;0.0;29.2;50.97725043908328;0;6.726;38.77399292114238
270;79517:065:0006;7;86;6471847.190000001;16, Hando Mugasto, Ihaste, Veibri küla, Luunja vald, Tartu maakond, 51011, Eesti;2.0;60;58.356512;663240.0099999979;0.0;26.78948536600059;2.0;0.0;39.43936808239904;0;0;38.50465355482852
271;79505:005:0079;7;94;6470844.170000003;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;1.0;160;58.3497624;657076.5600000024;1.0;26.68318381868545;0.0;0.0;147.17399099663396;0;0;38.50465355482852
272;79512:038:0010;7;137;6475427.440000001;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;3.0;160;58.390288;659684.9200000018;0.0;26.73100433333333;3.0;0.0;126.3314150537565;0;0;38.50465355482852
273;79515:011:0052;7;187;6474582.010000003;3a, Ladva, Jaamamõisa, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50705, Eesti;17.0;100;58.3816824;661355.1000000015;7.0;26.75914779129724;10.0;29.2;167.39129399100128;4.153;5.682;38.77399292114238
274;79508:020:0022;7;154;6472056.1099999985;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;3.0;160;58.36003050000001;659545.7299999967;0.0;26.726306756410256;3.0;0.0;56.192763648840376;0;0;38.50465355482852
275;79508:008:0004;7;172;6472732.8900000015;20, Vaba, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50114, Eesti;7.0;60;58.36596;659527.4399999976;2.0;26.7264415;5.0;0.0;47.08739777340574;0;0;38.50465355482852
276;79501:034:0057;7;123;6474637.129999999;Betooni, Veeriku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50408, Eesti;3.0;160;58.38386052408964;657302.5300000012;3.0;26.68983637343997;0.0;16.5;85.9046394252009;0;0;38.77399292114238
277;79512:047:0004;7;144;6476574.18;15, Kanarbiku, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50304, Eesti;4.0;100;58.4006022;659106.950000003;1.0;26.722256130335477;3.0;0.0;77.38322685386669;0;0;38.50465355482852
278;79504:076:0008;7;52;6471610.57;4, Ööbiku, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50404, Eesti;2.0;60;58.356141;658607.7299999967;0.0;26.70994265697673;2.0;0.0;152.0;51.619;46.0;52.12131515326308
279;79513:011:0001;7;157;6474986.620000001;1, Oa, Supilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51700, Eesti;4.0;200;58.38628605;658991.6899999976;2.0;26.71906131566681;2.0;0.0;134.7696824348954;0;0;38.50465355482852
280;79507:015:0001;7;55;6474432.620000001;14, Küütri, Kesklinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 53007, Eesti;1.0;100;58.38132885;659233.6899999976;1.0;26.72267310648789;0.0;22.0;63.08069442792123;0;0;38.77399292114238
281;79501:034:0033;7;70;6474108.280000001;30/5, Vaksali, Tähtvere, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50409, Eesti;3.0;160;58.378901;657832.200000003;1.0;26.698747192571922;2.0;23.1;68.29067100407867;0;0;38.77399292114238
282;79510:029:0009;7;190;6470589.3500000015;37, Sepavälja, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50112, Eesti;3.0;100;58.3469945;658967.8900000006;2.0;26.716482334301077;1.0;0.0;79.17908800748862;0;0;38.50465355482852
283;79504:067:0004;7;14;6471417.440000001;51, Aardla, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50413, Eesti;5.0;160;58.35467795;658197.6499999985;1.0;26.703113399666638;4.0;0.0;55.944516831253225;0;0;38.50465355482852
284;79502:020:0001;7;4;6473499.420000003;4, Nisu, Veeriku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50407, Eesti;8.0;160;58.373693;657223.3400000036;1.0;26.6877573630542;7.0;0.0;90.43371109745657;0;0;38.50465355482852
285;79514:037:0108;7;161;6476815.239999997;24, Pootsmani, Ülejõe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51017, Eesti;4.0;100;58.40344705;657607.9299999997;0.0;26.69707559397219;4.0;0.0;60.93203198619194;0;0;38.50465355482852
286;79501:028:0018;7;5;6474221.57;35, Veski, Kesklinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51005, Eesti;5.0;160;58.379602500000004;658438.3500000015;2.0;26.70911565972222;3.0;44.0;137.49743017498406;0;4.299;38.77399292114238
287;79508:053:0001;7;173;6472878.949999997;88, Kalevi, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51013, Eesti;8.0;100;58.36716300000001;659988.0399999991;2.0;26.73460772788389;6.0;0.0;152.67107014082796;7.467;6.584;38.50465355482852
288;79509:025:0008;7;106;6470771.329999997;15, Kopli, Variku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50115, Eesti;2.0;100;58.348811;658583.3200000003;1.0;26.708916154605266;1.0;0.0;117.93694637636835;15.412;8.968;38.50465355482852
289;79504:044:0020;7;7;6472375.3599999985;15, Ränikivi, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50403, Eesti;8.0;60;58.362870799999996;658641.3999999985;1.0;26.71139425386149;7.0;16.5;73.68008175655366;2.328;3.773;38.77399292114238
290;79504:058:0032;7;30;6471979.510000003;64d, Tamme pst, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50405, Eesti;8.0;160;58.35974090000001;657934.0600000024;3.0;26.69869592000256;5.0;13.8;149.74952243488875;0;0.444;38.77399292114238
291;79301:001:0749;7;194;6475398.260000003;2a, Lubja, Ülejõe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;5.0;100;58.39019575;658858.0799999982;2.0;26.716788361804;3.0;7.2;180.76703719211315;12.204;17.593;38.77399292114238
292;79510:033:0012;7;103;6470566.420000003;59B, Jalaka, Ropka tööstusrajoon, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50109, Eesti;2.0;100;58.3466595;659376.7199999988;1.0;26.722654;1.0;0.0;113.16505003476469;14.848;6.583;38.50465355482852
293;79509:019:0001;7;186;6470545.1400000015;37, Voolu, Variku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50115, Eesti;4.0;100;58.34661750000001;658217.0300000012;0.0;26.70265;4.0;0.0;79.38712940320931;0;0;38.50465355482852
294;79510:022:0016;7;80;6470989.73;12A, Sepa, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 96187, Eesti;2.0;100;58.350471;659324.7100000009;0.0;26.722082899823164;2.0;0.0;183.1360941004707;30.048;41.568;38.50465355482852
295;79510:035:0012;7;29;6471417.25;8, Sirbi kaar, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50112, Eesti;1.0;160;58.35404250000001;659540.1899999976;1.0;26.72585975;0.0;0.0;113.68264784624748;0;0;38.50465355482852
296;79301:001:0342;8;138;6474748.690000001;Juure, Jaamamõisa, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50705, Eesti;1.0;100;58.38325334486561;661646.7199999988;0.0;26.764144106876696;1.0;0.0;43.57897377654256;0;0;33.43469400816539
297;79502:019:0018;8;15;6473103.1499999985;33, Viljandi mnt, Maarjamõisa, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50412, Eesti;7.0;60;58.37012725;657342.6300000027;2.0;26.689522877738927;5.0;0.0;93.09929769552393;6.52;4.728;33.43469400816539
298;79512:032:0012;8;193;6475460.1400000015;68a/3, Puiestee, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50303, Eesti;1.0;160;58.3904625;659468.4900000021;1.0;26.727509059117647;0.0;7.2;44.47642823089115;0;0;33.51291636525389
299;79514:014:0021;8;168;6474849.440000001;16a, Roosi, Ülejõe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;5.0;160;58.38504155;659676.1799999997;1.0;26.73064075000001;4.0;0.0;57.0;0;0;33.43469400816539
300;79507:022:0008;8;59;6474067.16;2, Juhan Liivi, Kesklinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51003, Eesti;5.0;160;58.378215;658809.6599999964;3.0;26.714904347516214;2.0;44.0;140.45115955545202;0;4.89;33.51291636525389
301;79509:013:0018;8;115;6470765.1000000015;21, Kopli, Variku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50115, Eesti;1.0;60;58.348794999999996;658458.1000000015;1.0;26.707048799157306;0.0;0.0;42.89334004192086;0;0;33.43469400816539
302;79517:025:0023;8;110;6470809.18;18, Põhjatamme pst, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;6.0;200;58.3475625;662517.6700000018;1.0;26.77592363542251;5.0;0.0;146.54611610724027;0;0;33.43469400816539
303;79301:001:0667;8;73;6470565.41;Ihaste sild, Idaringtee, Ropka tööstusrajoon, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;1.0;200;58.34653220000001;661536.1700000018;0.0;26.760493586983472;1.0;0.0;34.58988191314191;0;0;33.43469400816539
304;79511:003:0022;8;134;6471601.920000003;2, Aardla, Ropka, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;1.0;200;58.35560415000001;659795.2100000009;1.0;26.7306968603538;0.0;0.0;120.7563886234938;0;0;33.43469400816539
305;79517:053:0014;8;105;6472095.690000001;16, Pallase pst, Ihaste, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51011, Eesti;4.0;60;58.35912775;662802.049999997;2.0;26.7821625;2.0;0.0;28.947239154817662;0;0;33.43469400816539
306;79504:078:0015;8;45;6471234.3599999985;78, Ringtee, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;3.0;60;58.35244895;657403.6300000027;3.0;26.689441815415076;0.0;16.5;47.659592000274564;0;1.387;33.51291636525389
307;79517:065:0006;8;86;6471847.190000001;16, Hando Mugasto, Ihaste, Veibri küla, Luunja vald, Tartu maakond, 51011, Eesti;2.0;60;58.356512;663240.0099999979;0.0;26.78948536600059;2.0;0.0;50.043396202874526;0;0;33.43469400816539
308;79505:005:0079;8;94;6470844.170000003;8, Kristalli, Ränilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50415, Eesti;1.0;160;58.3497624;657076.5600000024;1.0;26.68318381868545;0.0;16.5;127.90849193906679;0;0;33.51291636525389
309;79512:038:0010;8;137;6475427.440000001;66, Peetri, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51009, Eesti;3.0;160;58.390288;659684.9200000018;0.0;26.73100433333333;3.0;0.0;134.8721592311999;0;0;33.43469400816539
310;79515:011:0052;8;187;6474582.010000003;3a, Ladva, Jaamamõisa, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50705, Eesti;17.0;100;58.3816824;661355.1000000015;7.0;26.75914779129724;10.0;23.1;135.3016719783472;2.764;3.435;33.51291636525389
311;79508:020:0022;8;154;6472056.1099999985;16, Teguri, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50107, Eesti;3.0;160;58.36003050000001;659545.7299999967;0.0;26.726306756410256;3.0;0.0;39.859429325823825;0;0;33.43469400816539
312;79508:008:0004;8;172;6472732.8900000015;20, Vaba, Karlova, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50114, Eesti;7.0;60;58.36596;659527.4399999976;2.0;26.7264415;5.0;0.0;47.843464397786036;0;0;33.43469400816539
313;79501:034:0057;8;123;6474637.129999999;Betooni, Veeriku, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50408, Eesti;3.0;160;58.38386052408964;657302.5300000012;3.0;26.68983637343997;0.0;22.0;77.11606985997868;0;0;33.51291636525389
314;79512:047:0004;8;144;6476574.18;15, Kanarbiku, Raadi-Kruusamäe, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50304, Eesti;4.0;100;58.4006022;659106.950000003;1.0;26.722256130335477;3.0;0.0;68.41991296238703;0;0;33.43469400816539
315;79504:076:0008;8;52;6471610.57;4, Ööbiku, Tammelinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 50404, Eesti;2.0;60;58.356141;658607.7299999967;0.0;26.70994265697673;2.0;0.0;116.56299294061714;33.45;28.281;33.88610542883134
316;79513:011:0001;8;157;6474986.620000001;1, Oa, Supilinn, Tartu linn, Tartu, Tartu linn, Tartu maakond, 51700, Eesti;4.0;200;58.38628605;658991.6899999976;2.0;26.71906131566681;2.0;21.0;106.82070343222223;0;0;33.51291636525389
